local_name,state_name,average_score,lat,lon
 Oklahoma City, OK,4.1,35.4676,-97.5136
 Olympia, WA,3.533333333,47.0418,-122.8959
 Omaha, NE,4.138888889,41.2628,-96.0495
 Oneonta, NY,3.828571429,33.9392,-86.4929
 Ontario, CA,5,44.0259,-116.976
 Opelika, AL,4.9,32.6621,-85.3772
 Orange, CA,4.083333333,33.8038,-117.8219
 Orange, TX,4.4,33.8038,-117.8219
 Orange Beach, AL,5,30.2941,-87.5851
 Orange City, IA,4.4,43.0021,-96.0567
 Orange Park, FL,4.25,30.1706,-81.704
 Orangeburg, NY,4.32,33.4928,-80.8671
 Oregon City, OR,4.058333333,45.3418,-122.5938
 Orem, UT,3.431818182,40.2983,-111.6993
 Orillia, ON,2.8,44.6,-79.4167
 Orlando, FL,3.986206897,28.4788,-81.342
 Orono, ME,3.388888889,44.9644,-93.5909
 Oroville, CA,3.85,39.4999,-121.5634
 Orrville, OH,4.3,40.8482,-81.7747
 Oshawa, ON,4.1,43.88,-78.85
 Oshkosh, WI,3.872727273,44.0228,-88.5616
 Oswego, NY,3.57,41.6834,-88.3372
 Ottawa, ON,3.84,38.6,-95.2642
 Overland Park, KS,3.766666667,38.887,-94.687
 Oviedo, FL,3.733333333,28.6579,-81.187
 Owensboro, KY,3,37.7575,-87.1172
 Owosso, MI,3.833333333,42.9954,-84.1759
 Oxford, GA,3.2,34.3609,-89.5286
 Oxford, MS,2.5,34.3609,-89.5286
 Oxford, OH,4.042857143,34.3609,-89.5286
 Oxford, OXFORDSHIRE,5,34.3609,-89.5286
 Oxnard, CA,4.85,34.1962,-119.1819
 Ozark, AR,3.8,37.0361,-93.2154
 Paducah, KY,3.25,37.0711,-88.6436
 Palatine, IL,3.957142857,42.1181,-88.043
 Palm Bay, FL,3.38,27.9861,-80.6628
 Palm Desert, CA,4.26,33.7378,-116.3695
 Palos Heights, IL,4.1,41.6637,-87.7959
 Palos Hills, IL,3.4875,41.6986,-87.8266
 Panama City, FL,5,30.1997,-85.6003
 Paramus, NJ,3.692307692,40.9455,-74.0712
 Paris, TX,2.5,38.2015,-84.2717
 Parkersburg, WV,4.5,39.2623,-81.5419
 Pasadena, CA,3.125,34.1598,-118.139
 Pasadena, TX,3.911764706,34.1598,-118.139
 Pasco, WA,3.65,46.2503,-119.1298
 Patchogue, NY,3.675,40.7621,-73.0185
 Paterson, NJ,3.833333333,40.9147,-74.1624
 Pembroke, NC,4.666666667,34.6766,-79.1934
 Pembroke Pines, FL,5,26.0128,-80.3387
 Pendleton, SC,4.5,45.6747,-118.8172
 Pensacola, FL,4.3,30.4427,-87.1886
 Peoria, IL,4.366666667,33.7844,-112.2989
 Pepper Pike, OH,2.9,41.4801,-81.4619
 Peterborough, ON,4.05,52.5804,-0.25
 Petersburg, VA,4.5,37.2043,-77.3913
 Petoskey, MI,3.616666667,45.3649,-84.9887
 Pewaukee, WI,3,43.0854,-88.2525
 Philadelphia, PA,3.848979592,32.7761,-89.1221
 Phoenix, AZ,3.475,33.5722,-112.0891
 Pine Bluff, AR,4.9,34.2116,-92.0178
 Piqua, OH,2,40.1504,-84.2439
 Pittsburg, CA,4.233333333,37.4129,-94.6987
 Pittsburg, KS,2.928571429,37.4129,-94.6987
 Pittsburgh, PA,3.65942029,40.4396,-79.9763
 Plainfield, NJ,3,39.6957,-86.3706
 Platteville, WI,3.136363636,42.7279,-90.4676
 Plattsburgh, NY,3.775,44.6951,-73.4563
 Pleasant Hill, CA,4.176923077,38.8061,-94.2655
 Pocatello, ID,3.590909091,42.8716,-112.4656
 Pomona, CA,4.2,34.0585,-117.7625
 Pomona, Pomona,3.8,34.0585,-117.7625
 Port Huron, MI,2.95,42.9822,-82.4387
 Porterville, CA,4.8,36.0644,-119.0337
 Portland, ME,2.9,45.5372,-122.65
 Portland, OR,3.674444444,45.5372,-122.65
 Portsmouth, OH,4.5625,38.7539,-82.9446
 Portsmouth, VA,4.3,38.7539,-82.9446
 Potsdam, NY,4.733333333,44.6699,-74.9831
 Poughkeepsie, NY,3.727777778,41.6949,-73.921
 Prairie View, TX,3.05,30.085,-95.9897
 Prescott, AZ,4.4,34.5849,-112.4475
 Prescott Valley, AZ,3.133333333,34.5982,-112.3178
 Presque Isle, ME,4,46.6868,-67.9874
 Princess Anne, MD,3.4,38.2053,-75.6969
 Princeton, NJ,3.566666667,37.1068,-87.8853
 Providence, RI,3.761111111,41.8229,-71.4186
 Provo, UT,4.14,40.2458,-111.6457
 Pueblo, CO,5,38.2701,-104.6131
 Pullman, WA,3.403030303,46.7342,-117.1661
 Punta Gorda, FL,3.9,26.8932,-82.0517
 Quebec, QC,4.8,46.84,-71.2456
 Queens, NY,4,40.7498,-73.7976
 Quincy, FL,3.8,42.2516,-71.0183
 Quincy, IL,4.2,42.2516,-71.0183
 Radford, VA,3.988235294,37.1229,-80.5587
 Rainsville, AL,4.766666667,34.4939,-85.8435
 Raleigh, NC,3.65483871,35.8323,-78.6439
 Rancho Cucamonga, CA,3.644444444,34.1247,-117.5664
 Rapid City, SD,4,44.0716,-103.2205
 Reading, PA,4.05,39.2241,-84.4332
 Red Deer, AB,3.825,52.2666,-113.8
 Redding, CA,3.24,40.5698,-122.365
 Redlands, CA,4.575,34.0512,-117.171
 Redmond, WA,4.6,44.2631,-121.1798
 Redwood City, CA,2.666666667,37.5026,-122.2252
 Reedley, CA,4.7,36.5983,-119.4473
 Regina, SK,3.542857143,50.45,-104.617
 Reno, NV,3.558333333,39.5497,-119.8483
 Rexburg, ID,4.007692308,43.822,-111.7926
 Rice Lake, WI,1.5,45.4864,-91.7447
 Richardson, TX,3.546153846,32.9717,-96.7092
 Richfield, MN,5,44.8762,-93.2833
 Richland, WA,5,32.2309,-90.1592
 Richlands, VA,4.266666667,37.0879,-81.808
 Richmond, BC,3.353333333,37.7241,-84.2928
 Richmond, IN,4.5,37.7241,-84.2928
 Richmond, KY,3.603846154,37.7241,-84.2928
 Richmond, TX,4.266666667,37.7241,-84.2928
 Richmond, VA,3.911363636,37.7241,-84.2928
 River Falls, WI,3.572727273,44.86,-92.6221
 River Forest, IL,3.85,41.895,-87.8194
 River Grove, IL,3.955555556,41.9243,-87.8379
 Riverdale, NY,4.225,41.1734,-112.0024
 Riverside, CA,3.888461538,39.7836,-84.122
 Roanoke, VA,3.783333333,33.0148,-97.2268
 Rochester, MI,3.175,42.6866,-83.1197
 Rochester, MN,3.625,42.6866,-83.1197
 Rochester, NY,3.637209302,42.6866,-83.1197
 Rock Hill, SC,3.755555556,34.9413,-81.025
 Rock Island, IL,4.6,41.4699,-90.5827
 Rock Springs, GA,5,41.595,-109.2237
 Rockford, IL,3.275,43.1267,-85.5582
 Rocklin, CA,3.61,38.8075,-121.2488
 Rockville, MD,3.842857143,39.0834,-77.1553
 Rockville Centre, NY,3.933333333,40.6643,-73.6383
 Rocky Mount, NC,4.5,35.9676,-77.8047
 Rohnert Park, CA,4.066666667,38.348,-122.6964
 Rolla, MO,4.75,37.9458,-91.7608
 Rome, GA,3.716666667,34.2662,-85.1862
 Rome, NY,3.1,34.2662,-85.1862
 Romeoville, IL,4.083333333,41.6317,-88.1
 Roseburg, OR,4.2,43.2229,-123.3519
 Roseville, CA,2.75,42.5074,-82.9369
 Roswell, NM,3.533333333,34.0391,-84.3513
 Roxboro, NC,5,36.3905,-78.9811
 Royal Oak, MI,3.68,42.5084,-83.1539
 Russellville, AR,3.961538462,36.8393,-86.895
 Ruston, LA,3.72,32.5329,-92.6364
 Sacramento, CA,3.85,38.5667,-121.4683
 Sacramento, Sacramento,4.025,38.5667,-121.4683
 Salem, MA,4.13,44.9232,-123.0245
 Salem, OR,3.922222222,44.9232,-123.0245
 Salem, VA,3.1,44.9232,-123.0245
 Salinas, CA,4.333333333,36.6881,-121.6316
 Salisbury, MD,3.75,38.3755,-75.5867
 Salt Lake City, UT,3.665,40.7774,-111.9301
 San Angelo, TX,4.1375,31.4426,-100.4501
 San Antonio, TX,3.696969697,29.4722,-98.5247
 San Bernardino, CA,4.155,34.1412,-117.2936
 San Bruno, CA,3.642857143,37.6254,-122.4313
 San Diego, CA,3.933333333,32.8312,-117.1226
 San Francisco, CA,3.813953488,37.7562,-122.443
 San Jacinto, CA,3.814285714,33.797,-116.9915
 San Jose, CA,3.797297297,37.3018,-121.8485
 San Luis Obispo, CA,3.964705882,35.2671,-120.6689
 San Marcos, CA,4.38125,33.1349,-117.1744
 San Marcos, TX,3.788888889,33.1349,-117.1744
 San Mateo, CA,3.75,37.5522,-122.3122
 San Pablo, CA,4.425,37.9628,-122.3425
 San Ramon, CA,4.8,37.7625,-121.9365
 Sanford, FL,3.664285714,43.4244,-70.7573
 Sanford, NC,3.7,43.4244,-70.7573
 Santa Ana, CA,3.64,33.7366,-117.8819
 Santa Barbara, CA,3.848275862,34.4285,-119.7202
 Santa Clara, CA,3.637931034,37.1311,-113.656
 Santa Cruz, CA,3.484615385,36.9788,-122.0346
 Santa Fe, NM,3.45,29.3891,-95.1005
 Santa Maria, CA,3.933333333,34.9333,-120.4432
 Santa Monica, CA,3.85,34.0232,-118.4813
 Santa Rosa, CA,3.616666667,38.4465,-122.706
 Sarasota, FL,4.44,27.3391,-82.5439
 Saratoga, CA,3.64,37.2682,-122.0264
 Saratoga Springs, NY,4.155555556,40.3447,-111.9154
 Saskatoon, SK,4.128571429,52.17,-106.67
 Sault Sainte Marie, MI,2.8,46.4817,-84.3723
 Savannah, GA,4.088,39.939,-94.8279
 Scarborough, ON,4.3,54.2804,-0.43
 Schaumburg, IL,3.5,42.0307,-88.0838
 Schenectady, NY,3.5,42.8025,-73.9276
 Scottsbluff, NE,4.9,41.8677,-103.6619
 Scottsdale, AZ,3.975,33.6872,-111.865
 Scranton, PA,4.414285714,41.4044,-75.6649
 Searcy, AR,4.275,35.2418,-91.7351
 Seaside, CA,4.1,45.9889,-123.9214
 Seattle, WA,3.885416667,47.6211,-122.3244
 Seguin, TX,2.6,29.5894,-97.9659
 Selinsgrove, PA,1.3,40.8003,-76.8647
 Seminole, OK,1,35.2346,-96.65
 Senatobia, MS,3.8,34.6081,-89.9762
 Shawnee, OK,3,39.0158,-94.8076
 Shepherdstown, WV,3.657142857,39.4318,-77.8048
 Sherbrooke, QC,2.75,45.4,-71.9
 Sherman, TX,3.95,33.6266,-96.6195
 Shippensburg, PA,3.75,40.0485,-77.5227
 Shoreline, WA,4.25,47.7564,-122.3426
 Shreveport, LA,3.99,32.4659,-93.7959
 Sidney, MI,5,47.7152,-104.168
 Sierra Vista, AZ,3.62,31.563,-110.3153
 Sioux Falls, SD,4.4,43.5397,-96.7322
 Skokie, IL,3.5,42.0359,-87.74
 Slippery Rock, PA,3.841666667,41.0695,-80.058
 Smithfield, NC,4.8,41.8347,-111.8266
 Smithfield, RI,3.216666667,41.8347,-111.8266
 Socorro, NM,4.5,31.6385,-106.2601
 Somerset, KY,3,37.0815,-84.6089
 Sonora, CA,3.1,37.9819,-120.3828
 South Bend, IN,4.083333333,41.6771,-86.2692
 South Charleston, WV,2,38.3482,-81.711
 South Holland, IL,2.1,41.5977,-87.6022
 South Portland, ME,3.8,43.631,-70.2895
 Southfield, MI,4.35,42.4765,-83.2605
 Spartanburg, SC,4.2125,34.9437,-81.9257
 Spokane, WA,3.777777778,47.6671,-117.433
 Springfield, IL,4.333333333,44.0538,-122.9811
 Springfield, MA,3.754545455,44.0538,-122.9811
 Springfield, MO,3.843137255,44.0538,-122.9811
 Springfield, OH,3.825,44.0538,-122.9811
 St. Petersburg, FL,3.980769231,59.939,30.316
 Stamford, CT,2.5,41.1036,-73.5583
 Starkville, MS,4.218181818,33.4608,-88.8297
 State College, PA,5,40.7909,-77.8568
 Staten Island, NY,3.632,40.5834,-74.1496
 Statesboro, GA,3.716666667,32.4376,-81.775
 Statesville, NC,3,35.7838,-80.8711
 Stephenville, TX,4.04,32.2148,-98.2205
 Stevens Point, WI,3.846153846,44.5241,-89.5508
 Stillwater, OK,4.38,45.0573,-92.8313
 Stockton, CA,3.942857143,37.9766,-121.3112
 Sudbury, ON,4.26,46.5,-80.9666
 Suffern, NY,3.34,41.1138,-74.1421
 Sugar Grove, IL,4.28,41.7758,-88.448
 Sugar Land, TX,4.7,29.5965,-95.6293
 Sumter, SC,2.8,33.9392,-80.393
 Sunderland, TYNE AND WEAR,2.9,54.92,-1.38
 Superior, WI,3.3,39.9346,-105.1586
 Swainsboro, GA,4,32.5866,-82.3345
 Swarthmore, PA,4.1,39.9022,-75.3488
 Sydney, NS,3.8,46.0661,-60.18
 Syracuse, NY,3.8025,41.0863,-112.0695
 Tacoma, WA,3.94,47.2431,-122.4531
 Tahlequah, OK,3.5,35.9116,-94.9773
 Takoma Park, MD,3.675,38.981,-77.0028
 Tallahassee, FL,3.822222222,30.455,-84.2526
 Tampa, FL,4.014285714,27.9937,-82.4454
 Taylor, MI,3.25,42.226,-83.2688
 Tempe, AZ,3.846428571,33.3881,-111.9318
 Temple, TX,5,31.1076,-97.3894
 Terre Haute, IN,3.869230769,39.4654,-87.3763
 Terrell, TX,2.7,32.7328,-96.292
 Thatcher, AZ,3.5,32.832,-109.7595
 Thibodaux, LA,3.9,29.7941,-90.8163
 Thousand Oaks, CA,4.366666667,34.1914,-118.8755
 Thunder Bay, ON,2.4,48.4462,-89.275
 Tiffin, OH,2.5,41.1165,-83.1805
 Tifton, GA,3.275,31.4625,-83.5205
 Toledo, OH,3.852380952,41.6639,-83.5822
 Topeka, KS,2.266666667,39.0346,-95.6956
 Toronto, ON,3.906818182,43.7,-79.42
 Torrance, CA,3.8625,33.8346,-118.3417
 Traverse City, MI,3,44.7547,-85.6035
 Troy, AL,2.95,42.5818,-83.1457
 Troy, MI,3.425,42.5818,-83.1457
 Troy, NY,3.583333333,42.5818,-83.1457
 Tucson, AZ,3.924074074,32.1546,-110.8782
 Tullahoma, TN,3.4,35.372,-86.2173
 Tulsa, OK,4.103703704,36.1284,-95.9042
 Turlock, CA,2.566666667,37.5053,-120.8588
 Tuscaloosa, AL,3.9275,33.2349,-87.5267
 Tuskegee, AL,1.5,32.4396,-85.7139
 Twin Falls, ID,4.2,42.5645,-114.4611
 Tyler, TX,4.015384615,32.3184,-95.3065
 Ukiah, CA,4.666666667,39.1462,-123.2104
 Union, MO,1.3,38.9472,-84.6731
 Union, NJ,3.25,38.9472,-84.6731
 Universal City, TX,3.9,29.5521,-98.3074
 University Heights, OH,3.75,41.4948,-81.5348
 University Park, IL,4.45,41.446,-87.7154
 University Park, PA,3.803030303,41.446,-87.7154
 Upland, IN,4,34.1178,-117.6603
 Urbana, OH,5,40.1088,-83.7541
 Utica, NY,4.115384615,43.0961,-75.226
 Valdosta, GA,3.886666667,30.8503,-83.2789
 Valencia, CA,3.733333333,39.485,-0.4
 Valley City, ND,4.366666667,46.9223,-98.0055
 Valparaiso, IN,4.1,41.4781,-87.0507
 Vancouver, BC,3.428,45.6352,-122.597
 Vancouver, WA,3.359090909,45.6352,-122.597
 Vermillion, SD,4.266666667,42.7811,-96.9256
 Vernon, BC,4.2,34.148,-99.3
 Victoria, BC,3.619047619,44.8634,-93.6586
 Victorville, CA,3.875,34.5277,-117.3537
 Vidalia, GA,4,32.2134,-82.4035
 Vineland, NJ,4.75,39.4653,-74.9981
 Virginia Beach, VA,4.063636364,36.7335,-76.0435
 Visalia, CA,3.52,36.3273,-119.3264
 Waco, TX,3.926315789,31.5597,-97.1883
 Walla Walla, WA,4.75,46.067,-118.3365
 Walnut, CA,4.433333333,34.0334,-117.8593
 Waltham, MA,4.242857143,42.3889,-71.2423
 Warner Robins, GA,4,32.598,-83.6528
 Warren, MI,4.2,42.4934,-83.027
 Warrensburg, MO,2.45,38.7617,-93.7283
 Warwick, RI,4.433333333,41.7062,-71.4334
 Washington, DC,3.757843137,38.5515,-91.0151
 Washington, NC,4.5,38.5515,-91.0151
 Washington, NJ,3.82,38.5515,-91.0151
 Washington, PA,4,38.5515,-91.0151
 Waterbury, CT,3.766666667,41.5583,-73.0361
 Waterford, MI,4.7,37.6429,-120.7553
 Waterloo, IA,4.25,42.492,-92.3522
 Waterloo, ON,3.526315789,42.492,-92.3522
 Waterville, ME,4.26,41.5014,-83.7367
 Waukesha, WI,3.3,43.0087,-88.2464
 Wausau, WI,4.02,44.9615,-89.6436
 Waxahachie, TX,4.7,32.4036,-96.8428
 Wayne, NE,2.5,42.2774,-83.3877
 Wayne, NJ,3.835714286,42.2774,-83.3877
 Waynesburg, PA,2.9,39.8983,-80.1855
 Weatherford, OK,4.8,35.5385,-98.6872
 Weatherford, TX,3.1,35.5385,-98.6872
 Wenatchee, WA,5,47.4338,-120.3285
 West Bend, WI,4.2,43.4184,-88.1822
 West Chester, PA,3.873684211,39.9601,-75.6058
 West Covina, CA,4.8,34.0555,-117.9113
 West Haven, CT,3.244444444,41.2082,-112.0538
 West Lafayette, IN,3.69047619,40.4432,-86.9239
 West Long Branch, NJ,3.6,40.2883,-74.0185
 West Palm Beach, FL,2,26.7467,-80.1314
 West Plains, MO,1.5,36.7378,-91.868
 Westbury, NY,3.85,40.7599,-73.5891
 Westerville, OH,3.16,40.1241,-82.9209
 Westfield, MA,3,42.1382,-72.7561
 Westminster, CO,4.4,39.5797,-77.0064
 Westminster, MD,4.366666667,39.5797,-77.0064
 Weston, MA,2.5,26.1006,-80.4057
 Westville, IN,5,41.5381,-86.9054
 Wheaton, IL,3.872727273,41.8561,-88.1083
 Wheeling, WV,3.3,42.1308,-87.9239
 White Bear Lake, MN,3.889473684,45.0655,-93.0149
 White Plains, NY,4.3,41.022,-73.7548
 Whitewater, WI,3.51,42.8372,-88.7341
 Whittier, CA,4.315384615,33.9678,-118.0188
 Wichita, KS,3.36,37.6897,-97.3442
 Wichita Falls, TX,3.442857143,33.9072,-98.5293
 Williamsburg, KY,4.5,36.7392,-84.1647
 Williamsburg, VA,4.009090909,36.7392,-84.1647
 Williamsport, PA,4.525,41.2398,-77.0371
 Williamsville, NY,3.333333333,42.9623,-78.7418
 Wilmington, DE,4,39.4387,-83.8184
 Wilmington, NC,3.534375,39.4387,-83.8184
 Winchester, VA,5,38.0014,-84.1907
 Windsor, ON,3.8,40.4679,-104.9214
 Winnipeg, MB,3.322222222,49.883,-97.166
 Winona, MN,3.705882353,44.0509,-91.6689
 Winooski, VT,5,44.4951,-73.1842
 Winston-Salem, NC,3.933333333,36.1029,-80.261
 Winter Haven, FL,3.9,28.0122,-81.7018
 Winter Park, FL,3.75,28.5986,-81.3436
 Wooster, OH,3.8,40.8167,-81.9338
 Worcester, MA,3.727272727,42.2705,-71.8079
 Yankton, SD,5,42.89,-97.3924
 York, PA,3.233333333,34.9968,-81.2348
 Youngstown, OH,4.036363636,41.0993,-80.6463
 Ypsilanti, MI,3.89375,42.2437,-83.6205
 Yucaipa, CA,4.3,34.0336,-117.0426
 Yuma, AZ,3.866666667,32.5991,-114.5488
 Zanesville, OH,3.733333333,39.9567,-82.0133
